loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,o1,o2,o3,o4,o5,o6
megasena,2750,18/07/2024,True,07,11,12,19,36,52,11,07,36,52,19,12
megasena,2751,20/07/2024,True,04,13,18,42,52,53,42,18,53,13,52,04
megasena,2752,23/07/2024,True,04,15,24,40,44,47,15,24,44,40,04,47
megasena,2753,25/07/2024,True,06,26,31,46,52,55,46,55,06,31,52,26
megasena,2754,27/07/2024,True,10,14,44,55,56,58,55,10,44,14,56,58
megasena,2755,30/07/2024,False,07,13,17,33,41,58,58,07,17,33,41,13
megasena,2756,01/08/2024,True,01,06,13,18,43,46,01,46,13,18,06,43
megasena,2757,03/08/2024,True,01,21,37,40,51,54,21,51,54,37,01,40
megasena,2758,06/08/2024,True,19,35,36,37,41,60,35,41,19,36,60,37
megasena,2759,08/08/2024,True,03,10,38,40,48,59,10,03,48,40,59,38
megasena,2760,10/08/2024,True,08,11,19,39,47,48,08,47,19,48,39,11
megasena,2761,13/08/2024,True,03,22,34,44,49,57,03,57,44,49,22,34
megasena,2762,15/08/2024,True,01,17,30,40,48,50,01,30,48,50,40,17
megasena,2763,17/08/2024,True,15,16,19,43,44,49,16,49,19,44,43,15
megasena,2764,20/08/2024,False,20,31,34,38,42,51,51,31,20,38,34,42
megasena,2765,22/08/2024,True,08,12,34,39,43,47,39,12,47,08,43,34
megasena,2766,24/08/2024,False,09,10,34,36,38,44,10,09,38,34,44,36
megasena,2767,27/08/2024,True,14,21,42,47,50,59,42,14,21,59,50,47
megasena,2768,29/08/2024,True,02,12,18,28,32,33,02,18,32,28,33,12
megasena,2769,31/08/2024,True,10,16,35,46,49,60,16,35,10,60,46,49
megasena,2770,03/09/2024,True,21,28,37,44,50,60,37,50,44,28,60,21
megasena,2771,06/09/2024,True,07,13,14,33,38,50,50,33,07,13,14,38
megasena,2772,10/09/2024,True,01,12,33,41,53,56,53,56,41,01,33,12
megasena,2773,12/09/2024,True,19,23,32,34,38,57,23,19,34,38,32,57
megasena,2774,14/09/2024,True,06,16,22,24,38,50,24,06,16,22,38,50
megasena,2775,17/09/2024,False,01,04,14,26,44,51,01,51,14,44,04,26
megasena,2776,19/09/2024,True,05,17,22,37,51,52,51,17,22,52,05,37
megasena,2777,21/09/2024,True,02,13,21,38,42,52,52,42,38,02,13,21
megasena,2778,24/09/2024,True,20,33,34,40,43,57,57,20,34,43,40,33
megasena,2779,26/09/2024,True,14,19,32,44,51,54,44,54,51,19,14,32
megasena,2780,28/09/2024,True,07,09,10,14,46,53,46,10,53,07,09,14
megasena,2781,01/10/2024,True,10,31,35,45,50,55,35,31,55,50,10,45
megasena,2782,03/10/2024,True,06,11,16,25,28,45,28,06,45,16,11,25
megasena,2783,05/10/2024,False,07,30,38,39,43,54,30,07,39,38,54,43
megasena,2784,08/10/2024,True,27,30,35,44,57,59,35,57,59,44,27,30
megasena,2785,11/10/2024,True,20,27,48,50,57,59,50,48,57,20,27,59
megasena,2786,16/10/2024,True,06,11,17,20,40,51,06,17,11,51,20,40
megasena,2787,19/10/2024,True,08,10,23,34,36,50,10,50,36,34,23,08
megasena,2788,22/10/2024,True,23,37,39,47,52,56,37,39,47,56,52,23
megasena,2789,24/10/2024,True,03,17,18,19,20,55,19,03,17,55,20,18
megasena,2790,26/10/2024,True,29,32,40,42,49,58,32,49,42,40,29,58
megasena,2791,29/10/2024,True,02,03,11,25,37,43,37,03,25,11,02,43
megasena,2792,01/11/2024,True,16,22,33,34,49,59,49,16,33,59,22,34
megasena,2793,05/11/2024,True,07,09,25,37,57,59,07,59,37,57,09,25
megasena,2794,07/11/2024,True,03,09,14,20,28,52,03,14,28,52,20,09
megasena,2795,09/11/2024,False,13,16,33,43,46,55,13,16,55,43,46,33
megasena,2796,13/11/2024,True,03,06,14,33,55,58,14,58,06,33,03,55
megasena,2797,16/11/2024,True,01,03,15,25,45,52,25,03,52,45,01,15
megasena,2798,19/11/2024,True,03,09,18,54,59,60,09,59,60,03,18,54
megasena,2799,23/11/2024,True,01,31,38,40,45,60,01,45,60,40,38,31
megasena,2800,26/11/2024,True,01,13,19,46,50,57,57,01,46,19,13,50
megasena,2801,28/11/2024,True,25,27,33,46,48,56,27,25,46,56,48,33
megasena,2802,30/11/2024,True,17,21,26,28,32,60,17,60,26,21,32,28
megasena,2803,03/12/2024,False,01,20,32,43,57,59,43,20,57,59,32,01
megasena,2804,05/12/2024,True,14,24,25,31,33,60,60,33,24,14,31,25
megasena,2805,07/12/2024,False,01,06,24,47,55,58,58,24,01,55,47,06
megasena,2806,10/12/2024,True,05,11,13,33,45,46,33,46,45,13,05,11
megasena,2807,12/12/2024,True,08,25,49,52,55,56,08,55,25,52,56,49
megasena,2808,14/12/2024,True,10,24,33,35,41,46,10,46,41,35,24,33
megasena,2809,17/12/2024,True,02,04,15,28,34,39,04,39,02,34,28,15
megasena,2810,31/12/2024,False,01,17,19,29,50,57,50,17,29,57,01,19
megasena,2811,04/01/2025,True,08,27,36,37,39,45,37,39,45,27,36,08
megasena,2812,07/01/2025,True,15,18,27,31,39,42,39,42,31,15,18,27
megasena,2813,09/01/2025,True,10,21,32,38,51,58,21,58,38,32,51,10
megasena,2814,11/01/2025,True,11,17,19,26,49,54,26,49,54,19,17,11
megasena,2815,14/01/2025,True,05,20,28,38,50,53,05,20,38,28,53,50
megasena,2816,16/01/2025,False,04,17,19,20,40,48,40,19,17,04,48,20
megasena,2817,18/01/2025,True,24,30,43,46,55,60,55,43,60,30,24,46
megasena,2818,21/01/2025,True,07,10,12,15,25,47,07,15,25,47,12,10
megasena,2819,23/01/2025,True,11,12,39,43,46,50,43,39,12,50,46,11
megasena,2820,25/01/2025,False,06,15,19,25,32,42,25,32,15,19,42,06
megasena,2821,28/01/2025,True,14,22,30,33,44,45,30,44,14,45,22,33
megasena,2822,30/01/2025,True,29,39,46,47,53,56,46,53,56,47,39,29
megasena,2823,01/02/2025,True,07,15,21,37,57,60,15,60,21,57,07,37
megasena,2824,04/02/2025,True,04,16,34,43,54,57,43,54,34,04,57,16
megasena,2825,06/02/2025,True,02,38,50,54,58,59,50,02,38,59,54,58
megasena,2826,08/02/2025,True,06,10,20,54,58,60,20,58,54,10,60,06
megasena,2827,11/02/2025,True,01,11,13,27,45,59,13,27,59,01,45,11
megasena,2828,13/02/2025,True,15,21,25,55,58,59,55,21,25,58,59,15
megasena,2829,15/02/2025,True,13,22,38,46,51,56,46,38,13,56,22,51
megasena,2830,18/02/2025,True,01,28,34,36,51,52,51,52,36,34,28,01
megasena,2831,20/02/2025,True,02,09,32,38,48,55,32,09,38,55,48,02
megasena,2832,22/02/2025,True,02,12,18,21,24,37,18,02,37,12,21,24
megasena,2833,25/02/2025,False,01,03,13,16,36,56,36,56,01,13,16,03
megasena,2834,27/02/2025,True,05,08,11,15,39,47,11,05,08,47,39,15
megasena,2835,01/03/2025,False,09,24,27,36,43,54,43,36,54,24,09,27
megasena,2836,06/03/2025,True,01,06,10,30,42,50,30,06,50,01,42,10
megasena,2837,08/03/2025,True,03,14,34,35,42,50,34,35,42,50,03,14
megasena,2838,11/03/2025,False,04,07,29,32,36,53,36,53,29,04,32,07
megasena,2839,13/03/2025,True,27,30,37,40,46,47,27,46,30,40,37,47
megasena,2840,15/03/2025,False,01,33,39,49,57,60,57,39,49,60,33,01
megasena,2841,18/03/2025,True,04,05,12,34,36,48,05,12,36,34,48,04
megasena,2842,20/03/2025,True,04,08,49,51,52,55,49,08,04,52,55,51
megasena,2843,22/03/2025,True,01,37,39,40,43,59,59,40,43,37,01,39
megasena,2844,25/03/2025,True,07,20,31,54,55,58,07,20,54,55,58,31
megasena,2845,27/03/2025,True,10,31,40,52,54,56,40,31,56,52,10,54
megasena,2846,29/03/2025,True,01,12,16,17,25,57,25,01,57,12,16,17
megasena,2847,01/04/2025,True,03,05,22,35,53,56,35,22,53,56,05,03
megasena,2848,03/04/2025,True,05,14,19,29,30,54,30,05,14,54,29,19
megasena,2849,05/04/2025,False,13,19,25,29,31,43,19,31,13,29,25,43
megasena,2850,08/04/2025,True,01,02,15,26,43,50,43,02,15,01,26,50
megasena,2851,10/04/2025,True,05,06,17,37,43,54,06,43,17,37,05,54
megasena,2852,12/04/2025,True,06,22,24,49,53,56,53,24,56,22,06,49
megasena,2853,15/04/2025,True,04,18,23,48,53,56,48,23,04,18,53,56
megasena,2854,19/04/2025,False,02,13,16,31,44,55,16,55,02,31,44,13
megasena,2855,24/04/2025,False,12,16,24,31,51,55,12,51,31,55,24,16
megasena,2856,26/04/2025,True,03,05,10,27,38,48,10,27,48,03,05,38
megasena,2857,29/04/2025,True,02,18,28,38,41,50,02,41,28,38,18,50
megasena,2858,03/05/2025,True,08,18,27,28,48,52,08,52,48,28,18,27
megasena,2859,06/05/2025,True,07,08,15,17,20,51,15,51,20,07,08,17
megasena,2860,08/05/2025,True,02,05,17,24,38,57,02,24,17,38,57,05
megasena,2861,10/05/2025,True,02,21,27,46,51,53,27,02,46,53,21,51
megasena,2862,13/05/2025,True,02,04,14,18,22,44,14,04,02,22,44,18
megasena,2863,15/05/2025,True,05,23,32,34,47,56,05,56,34,47,23,32
megasena,2864,17/05/2025,True,05,06,15,17,31,53,53,15,06,31,17,05
megasena,2865,20/05/2025,False,02,25,30,39,47,51,30,47,25,51,39,02
megasena,2866,22/05/2025,False,01,12,17,19,36,60,60,12,19,01,36,17
megasena,2867,24/05/2025,True,05,09,15,24,25,60,15,24,09,60,25,05
megasena,2868,27/05/2025,True,10,19,22,26,38,51,10,38,26,22,51,19
megasena,2869,29/05/2025,True,02,10,13,40,41,53,02,53,13,41,10,40
megasena,2870,31/05/2025,True,06,13,15,19,32,60,13,15,32,60,19,06
megasena,2871,03/06/2025,True,04,19,38,43,48,55,04,38,19,48,43,55
megasena,2872,05/06/2025,True,08,23,32,34,35,57,08,57,35,23,32,34
megasena,2873,07/06/2025,True,04,05,17,27,52,56,27,52,56,04,05,17
megasena,2874,10/06/2025,True,04,05,09,17,49,53,05,04,53,49,17,09
megasena,2875,12/06/2025,True,06,15,31,38,40,49,15,38,49,06,40,31
megasena,2876,14/06/2025,True,09,31,32,40,45,55,45,55,09,40,31,32
megasena,2877,17/06/2025,True,03,05,15,37,54,57,03,57,54,05,15,37
megasena,2878,21/06/2025,False,15,16,43,46,47,51,43,51,47,16,15,46
megasena,2879,24/06/2025,True,11,20,29,47,52,56,29,52,11,56,47,20
megasena,2880,26/06/2025,True,08,14,15,33,34,54,08,34,15,14,54,33
megasena,2881,28/06/2025,True,11,13,16,34,35,39,11,16,35,39,13,34
megasena,2882,01/07/2025,False,11,15,19,23,49,51,23,51,11,15,49,19
megasena,2883,03/07/2025,True,01,40,43,56,57,60,56,57,60,43,40,01
megasena,2884,05/07/2025,True,05,31,34,37,52,56,56,05,37,34,52,31
megasena,2885,08/07/2025,True,10,25,28,36,37,56,56,25,10,28,36,37
megasena,2886,10/07/2025,True,02,13,19,20,55,59,19,13,59,55,02,20
megasena,2887,12/07/2025,True,14,29,30,50,53,57,50,14,57,30,29,53
megasena,2888,15/07/2025,False,03,09,15,27,39,59,27,39,59,09,03,15
megasena,2889,17/07/2025,True,13,16,36,39,40,55,13,55,40,36,39,16
megasena,2890,19/07/2025,True,15,16,18,32,35,54,15,18,35,32,16,54
megasena,2891,22/07/2025,True,19,24,26,34,35,54,19,54,35,34,26,24
megasena,2892,24/07/2025,True,14,24,36,44,46,54,14,46,36,44,54,24
megasena,2893,26/07/2025,True,10,40,41,45,48,50,10,50,41,45,40,48
megasena,2894,29/07/2025,True,05,21,24,25,29,49,29,05,25,21,49,24
megasena,2895,31/07/2025,True,09,11,44,51,52,56,44,56,09,52,11,51
megasena,2896,02/08/2025,True,08,09,12,16,43,53,43,16,08,53,12,09
megasena,2897,05/08/2025,False,01,06,24,27,28,57,06,28,01,24,57,27
megasena,2898,07/08/2025,True,14,23,30,32,38,48,32,38,30,48,14,23
megasena,2899,09/08/2025,True,10,22,28,42,44,51,28,44,22,42,10,51
megasena,2900,12/08/2025,True,33,50,54,55,59,60,60,59,55,54,50,33
megasena,2901,14/08/2025,True,02,20,28,38,44,47,02,38,28,20,47,44
megasena,2902,16/08/2025,True,08,21,22,42,45,48,48,08,45,42,21,22
megasena,2903,19/08/2025,False,20,24,27,46,50,54,27,20,46,50,54,24
megasena,2904,21/08/2025,True,02,37,38,46,52,55,46,02,38,52,37,55
megasena,2905,23/08/2025,True,04,17,18,26,43,52,52,17,04,26,43,18
megasena,2906,26/08/2025,False,17,33,37,41,46,49,46,41,49,33,37,17
megasena,2907,28/08/2025,True,30,33,42,44,52,56,30,52,33,42,56,44
megasena,2908,30/08/2025,True,20,35,36,37,38,50,37,38,20,36,50,35
megasena,2909,02/09/2025,True,08,21,31,41,53,58,21,31,53,58,41,08
megasena,2910,04/09/2025,True,03,04,11,15,28,29,11,28,15,29,04,03
megasena,2911,06/09/2025,True,23,27,32,54,56,59,54,59,32,56,23,27
megasena,2912,09/09/2025,True,09,25,37,41,51,59,59,41,09,37,51,25
megasena,2913,11/09/2025,False,17,21,34,52,55,60,52,60,17,21,55,34
megasena,2914,13/09/2025,True,18,25,35,40,46,47,40,25,46,18,35,47
megasena,2915,16/09/2025,True,10,11,15,38,52,60,10,52,11,38,15,60
megasena,2916,18/09/2025,True,05,11,16,27,40,45,16,11,45,05,27,40
megasena,2917,20/09/2025,True,06,19,38,41,46,57,57,19,46,41,38,06
megasena,2918,23/09/2025,True,11,27,31,41,48,54,31,41,27,48,54,11
megasena,2919,25/09/2025,True,03,26,28,37,42,53,42,37,28,03,26,53
megasena,2920,27/09/2025,False,08,12,16,19,31,58,19,58,16,12,31,08
megasena,2921,30/09/2025,True,09,12,14,16,26,36,09,36,14,16,26,12
megasena,2922,02/10/2025,True,04,23,30,39,40,41,40,23,04,39,30,41
megasena,2923,04/10/2025,True,18,27,32,39,55,56,39,56,55,32,18,27
megasena,2924,07/10/2025,False,10,19,30,40,48,54,30,10,40,19,54,48
megasena,2925,09/10/2025,True,07,09,12,13,24,27,09,07,27,24,12,13
megasena,2926,11/10/2025,True,03,04,14,35,45,49,45,14,49,04,03,35
megasena,2927,14/10/2025,True,11,27,34,55,56,58,55,34,56,11,58,27
megasena,2928,16/10/2025,True,14,24,29,32,46,48,48,32,46,29,24,14
megasena,2929,18/10/2025,True,03,07,08,34,35,51,03,08,07,51,35,34
megasena,2930,21/10/2025,True,01,11,13,14,36,45,11,45,01,36,14,13
megasena,2931,23/10/2025,True,04,19,23,36,47,52,36,52,19,47,23,04
megasena,2932,25/10/2025,False,04,13,25,36,40,53,40,04,53,25,36,13
megasena,2933,28/10/2025,True,01,18,22,42,48,50,18,48,50,22,42,01
megasena,2934,30/10/2025,True,09,17,23,26,33,59,33,59,26,09,23,17
megasena,2935,01/11/2025,True,09,18,28,34,38,57,57,18,28,09,34,38
megasena,2936,04/11/2025,True,04,07,09,15,29,32,29,32,04,15,09,07
megasena,2937,06/11/2025,True,12,17,26,34,44,52,12,52,26,34,44,17
megasena,2938,08/11/2025,True,10,14,15,35,44,56,35,10,15,14,56,44
megasena,2939,11/11/2025,True,22,31,33,37,42,49,33,42,31,49,22,37
megasena,2940,14/11/2025,False,07,08,09,13,22,53,08,53,22,13,07,09
megasena,2941,18/11/2025,True,14,30,33,35,48,51,35,51,30,48,33,14
megasena,2942,22/11/2025,True,12,30,40,46,54,60,30,60,12,54,40,46
megasena,2943,25/11/2025,False,08,29,30,36,39,60,36,39,29,30,60,08
megasena,2944,27/11/2025,True,08,15,23,39,40,59,15,39,40,59,23,08
megasena,2945,29/11/2025,False,01,02,03,07,27,33,02,01,33,07,03,27
megasena,2946,02/12/2025,True,04,13,17,21,49,54,17,54,13,49,04,21
megasena,2947,04/12/2025,True,04,10,15,37,39,44,44,10,39,15,04,37
megasena,2948,06/12/2025,True,06,24,37,52,53,58,37,58,06,52,24,53
megasena,2949,09/12/2025,True,04,06,11,38,49,54,06,11,04,49,54,38
megasena,2950,11/12/2025,True,21,23,42,49,50,60,21,42,50,23,49,60
megasena,2951,13/12/2025,True,05,08,30,31,37,45,08,31,37,30,45,05
megasena,2952,16/12/2025,True,01,20,45,48,51,58,45,51,20,48,01,58
megasena,2953,18/12/2025,True,05,10,24,25,47,54,54,24,47,25,10,05
megasena,2954,20/12/2025,True,01,09,37,39,42,44,37,01,42,44,39,09
megasena,2955,01/01/2026,False,09,13,21,32,33,59,59,21,32,13,33,09
megasena,2956,06/01/2026,True,10,18,21,24,43,47,24,21,18,47,10,43
megasena,2957,08/01/2026,True,19,28,36,37,48,52,28,52,19,37,36,48
megasena,2958,10/01/2026,True,07,09,14,35,42,49,42,35,49,14,07,09
megasena,2959,13/01/2026,True,18,26,35,41,44,45,45,41,35,44,26,18
megasena,2960,15/01/2026,True,03,13,15,16,46,47,47,15,16,03,13,46
megasena,2961,17/01/2026,True,10,13,55,56,59,60,10,13,55,56,59,60
megasena,2962,20/01/2026,True,06,29,33,38,53,56,33,38,53,06,56,29
megasena,2963,22/01/2026,True,06,20,34,44,53,57,53,57,20,44,34,06
megasena,2964,24/01/2026,True,03,09,15,17,30,60,30,15,60,17,09,03
megasena,2965,27/01/2026,True,01,20,22,23,35,57,22,20,35,23,01,57
megasena,2966,29/01/2026,True,06,07,09,43,44,53,06,44,09,53,07,43
megasena,2967,31/01/2026,True,01,06,38,47,56,60,56,06,01,38,60,47
megasena,2968,03/02/2026,True,10,11,22,26,36,46,26,11,10,46,22,36
megasena,2969,05/02/2026,False,01,02,05,14,18,32,18,01,14,02,05,32
megasena,2970,07/02/2026,True,22,32,37,41,42,59,32,42,59,41,22,37
megasena,2971,10/02/2026,True,01,27,39,40,46,56,01,27,39,56,46,40
megasena,2972,12/02/2026,True,09,10,15,46,49,51,10,46,09,15,51,49
megasena,2973,14/02/2026,True,16,24,27,31,45,46,16,24,46,45,27,31
megasena,2974,19/02/2026,True,03,10,12,19,37,40,03,19,12,40,37,10
megasena,2975,21/02/2026,True,07,10,17,35,44,46,10,44,17,46,35,07
megasena,2976,24/02/2026,True,07,09,10,21,28,43,07,21,10,43,09,28
megasena,2977,26/02/2026,True,08,19,27,32,38,52,19,08,52,32,27,38
megasena,2978,28/02/2026,True,06,09,13,20,42,50,06,13,50,09,42,20
megasena,2979,03/03/2026,False,18,27,37,43,47,53,37,18,47,27,43,53
megasena,2980,05/03/2026,True,03,14,27,33,43,45,43,14,03,27,45,33
megasena,2981,07/03/2026,True,15,22,27,32,50,58,15,32,27,58,22,50
megasena,2982,10/03/2026,True,02,35,41,46,49,58,35,41,02,46,58,49
megasena,2983,12/03/2026,True,03,15,30,32,40,52,32,52,03,15,40,30
megasena,2984,14/03/2026,True,06,11,15,28,42,60,60,28,15,42,11,06
megasena,2985,17/03/2026,False,06,08,21,32,41,60,32,60,21,08,06,41
megasena,2986,19/03/2026,True,01,05,13,26,41,53,41,05,13,01,53,26
megasena,2987,21/03/2026,True,16,17,20,28,46,47,47,16,28,20,46,17
megasena,2988,24/03/2026,True,21,23,28,36,57,58,36,23,28,58,57,21
megasena,2989,26/03/2026,True,06,14,28,31,56,59,56,14,59,06,31,28
megasena,2990,28/03/2026,False,06,14,18,29,30,44,30,14,44,06,29,18
megasena,2991,31/03/2026,True,04,14,19,23,36,53,23,14,36,53,04,19
megasena,2992,04/04/2026,True,04,17,23,33,36,49,17,49,33,04,23,36
megasena,2993,07/04/2026,True,03,15,31,42,43,51,43,51,15,31,42,03
megasena,2994,09/04/2026,True,01,10,23,31,40,55,10,01,40,55,31,23
megasena,2995,11/04/2026,True,08,29,42,49,50,58,08,49,58,29,50,42
megasena,2996,14/04/2026,True,07,09,27,38,49,52,49,52,38,09,27,07
megasena,2997,16/04/2026,True,14,20,32,37,39,42,37,32,39,42,20,14
megasena,2998,18/04/2026,True,15,18,28,31,52,58,31,58,28,18,52,15
megasena,2999,23/04/2026,True,09,24,26,38,45,58,24,09,26,45,38,58
megasena,3000,25/04/2026,True,22,23,36,40,52,60,60,40,23,22,36,52
megasena,3001,28/04/2026,True,01,13,32,36,43,60,01,60,43,13,32,36
megasena,3002,30/04/2026,False,04,27,51,52,54,58,27,51,52,54,58,04
megasena,3003,02/05/2026,True,08,24,27,37,47,55,55,37,08,47,27,24
megasena,3004,05/05/2026,True,01,05,07,22,50,59,59,05,07,01,22,50
megasena,3005,07/05/2026,True,17,23,29,30,48,50,30,17,48,29,23,50
megasena,3006,09/05/2026,True,25,42,45,48,50,60,45,48,42,60,50,25
megasena,3007,12/05/2026,True,17,19,27,32,38,44,38,32,44,27,19,17
megasena,3008,14/05/2026,True,11,12,14,20,42,44,11,12,14,20,44,42
megasena,3009,16/05/2026,True,04,06,08,18,21,30,21,06,04,08,18,30
megasena,3010,24/05/2026,False,03,30,33,35,45,47,35,33,45,30,47,03
megasena,3011,26/05/2026,True,02,05,27,36,40,60,02,05,60,36,27,40
megasena,3012,28/05/2026,True,05,07,17,41,42,49,49,17,05,41,07,42
megasena,3013,30/05/2026,True,02,14,21,22,34,44,21,14,02,34,44,22
megasena,3014,02/06/2026,True,27,30,35,40,44,58,40,35,58,44,30,27
megasena,3015,06/06/2026,False,09,18,26,31,53,58,18,31,58,53,26,09
megasena,3016,09/06/2026,True,11,19,33,52,55,60,55,52,19,33,11,60
megasena,3017,11/06/2026,True,04,06,26,28,32,45,04,28,06,26,45,32
megasena,3018,14/06/2026,True,05,06,17,27,57,58,06,05,27,57,17,58
megasena,3019,16/06/2026,True,05,31,32,48,54,56,54,32,48,56,31,05
megasena,3020,18/06/2026,True,06,09,17,27,29,45,27,45,29,06,17,09
megasena,3021,20/06/2026,False,16,19,22,24,46,58,46,19,16,58,22,24
megasena,3022,23/06/2026,False,02,03,08,11,17,22,11,02,03,22,17,08
megasena,3023,25/06/2026,True,22,25,30,31,39,60,60,30,31,22,25,39
megasena,3024,27/06/2026,True,13,39,42,44,47,49,39,13,44,47,49,42
megasena,3025,30/06/2026,True,07,14,16,21,33,58,21,58,07,14,16,33
megasena,3026,02/07/2026,True,14,19,42,45,48,54,19,45,54,48,42,14
